제목,저자,장르,연도,연도 근거,링크,발행처,비고,통합 통계
"(原本) 童蒙先習諺解, 伍倫全備諺解",한국학연구원,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201344490,,KDC 810,포함
"(原本) 恩重經諺解, 地藏經諺解, 呂氏鄕約諺解",한국학연구원,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201344491,,KDC 810,포함
(增訂) 朝鮮語學史,한국학연구원,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201344492,,KDC 810,포함
"(原文) 吏讀集成, 譯語類解",한국학연구원,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201344494,,KDC 810,포함
당시별재집,"심덕잠, 서성",시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341976,,KDC 821,포함
레지노상,"마키에이라, 야나, Miller, Andrew",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341978,,KDC 843,포함
문 플라워,진주,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341979,,KDC 813,포함
레이디 마가렛의 비밀,"Cornick, Nicola, 정성희",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341980,,KDC 843,포함
한국 단편소설 시작의 시학,김원희,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341981,,KDC 813,포함
천안을 가꾸는 아름다운 사람들,구본영,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342343,,KDC 818,포함
혈의누,이인직,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342815,,KDC 813,중복 제외 (앞 순위 출처에 있음)
B사감과러브레터,현진건,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342816,,KDC 813,중복 제외 (앞 순위 출처에 있음)
스탠딩 톨,"이민정, West, Spencer",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201345328,,KDC 848,포함
서먼 나이트,서경훈,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341619,,KDC 813,포함
승부의 神,월운,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341620,,KDC 813,포함
귀리지,권태용,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341621,,KDC 813,포함
올랜도 간다,한혜영,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341984,,KDC 811,포함
"둥근 송곳, 앵초의 삶",정영동,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341985,,KDC 811,포함
차가운 가면 아래,"Lucas, Jennie, 김효원",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341986,,KDC 843,포함
악마와의 거래,"Harris, Lynn Raye, 장진희",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341987,,KDC 843,포함
과거의 연인들,"Mortimer, Carole, 최정민",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341988,,KDC 843,포함
서머,류향,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341989,,KDC 813,포함
나는 명랑하다,임지영,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341990,,KDC 813,포함
파트타임 아내,"박옥수, Hart, Jessica",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341991,,KDC 843,포함
날개를 접고 사랑을 품다,이종신,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341992,,KDC 813,포함
뜨거운 구애,"Donovan, Marie, 김지은",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341993,,KDC 873,포함
어둠의 끝에서,"김지은, West, Annie",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341995,,KDC 843,포함
다섯 가지 축복,김연숙,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342357,,KDC 814,포함
黃昏의 언덕에서,이상칠,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201340920,,KDC 818,포함
송천유고,"조위명, 이상하",수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201340923,,KDC 816,포함
(原本) 朝鮮語辭典,문세영,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201344495,,KDC 810,포함
일본문학의 흐름 2,이애숙,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201345365,,KDC 830,포함
국문학개론,"손종흠, 박태상",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201345369,,KDC 810,포함
천사같은 그녀,김병훈,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201345400,,KDC 813,포함
"(原文) 朝鮮文法硏究, 正音發達史",홍기문,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201344496,,KDC 810,포함
"(原本) 鄕藥採取月令, 俗字攷·俗文攷·措字攷",한국학연구원,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201344497,,KDC 810,포함
"(原本) 日東壯遊歌, 國風諺解",한국학연구원,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201344498,,KDC 810,포함
"(原文) 大韓文典, 朝鮮語文經緯, 朝鮮文典要領",대제각,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201344499,,KDC 810,포함
"(原本) 物名考, 史略諺解",한국학연구원,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201344500,,KDC 810,포함
"(原本) 國語文典音學, 國語文法, 朝鮮語文法, 鮮文通解",한국학연구원,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201344507,,KDC 810,포함
설중매,구연학,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342818,,KDC 813,중복 제외 (앞 순위 출처에 있음)
환희,"나도향, 신동욱",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342819,,KDC 813,포함
동백꽃,김유정,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342820,,KDC 813,중복 제외 (앞 순위 출처에 있음)
첫사랑의 유혹,"정성희, Green, Abby",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342001,,KDC 843,포함
진주탑,김내성,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342821,,KDC 813,포함
탈출기,최서해,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342823,,KDC 813,중복 제외 (앞 순위 출처에 있음)
추월색,최찬식,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342824,,KDC 813,중복 제외 (앞 순위 출처에 있음)
어린이찬미,방정환,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342825,,KDC 814,중복 제외 (앞 순위 출처에 있음)
노란방의 비밀,"민희식, Leroux, Gast?n",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342826,,KDC 863,포함
사랑에 눈뜰 때,"민희식, Colette, Sidonie Gabrielle Claudine",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342827,,KDC 863,포함
당근털,"민희식, Renard, Jules",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342828,,KDC 863,포함
이백시선,"허세욱, 이백",시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342829,,KDC 821,포함
작자미상,미상,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342832,,KDC 811,포함
젊은 베르테르의 슬픔,"Goethe, Johann Wolfgang von, 박환덕",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342833,,KDC 853,포함
야간비행,"민희식, Saint Exupery, Antoine de",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342834,,KDC 863,포함
퍼스트원,정진희,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341647,,KDC 813,포함
자명공자,문운도,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341648,,KDC 813,포함
축제,이정숙,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341649,,KDC 813,포함
가난 속에 핀 꽃,권봉녀,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342005,,KDC 818,포함
마음을 움직이는 사계의 시향,이방원,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342006,,KDC 811,포함
구운몽·사씨남정기,김만중,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342007,,KDC 813,포함
"한용운의『님의 沈默』, 전편 다시 읽기",정효구,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342008,,KDC 811,포함
육당본 청구영언,황충기,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342009,,KDC 811,포함
메밀꽃 필 무렵·도시와 유령 외,이효석,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342012,,KDC 813,포함
할아버지가 쓴 손자의 일기,김대원,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342389,,KDC 811,포함
언어를 빚다,정무광,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201340932,,KDC 811,포함
보하세지온에서 되풀이되는 이야기들,천필립,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201340936,,KDC 813,포함
사람냄새,송만판,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201346169,,KDC 813,포함
살인의 추억,"심성보, 김광림",희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201346384,,KDC 812,포함
군도,"강두식, Schiller, Friedrich",희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342836,,KDC 852,포함
몰리에르 희곡선,"Moli?re, 민희식",희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342837,,KDC 862,포함
암흑의 오지,"장왕록, Conrad, Joseph",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342838,,KDC 843,포함
동천유고,"공근식, 이승현",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342408,,KDC 810,포함
감사문장 바로쓰기 편람,감사원 (서울특별시교육청),기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341318,,KDC 802,포함
DMZ,김주원,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341661,,KDC 813,포함
비스듬히 서 있는 당신,이양희,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342038,,KDC 811,포함
변경무사,법성,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201347393,,KDC 813,포함
변혁 1990,천지무천,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201347395,,KDC 813,포함
신라 장군 김유신과 고구려의 점쟁이 추남,"이지나, 김병희",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201347751,,KDC 813,포함
늑대소녀와 흑왕자,"하타 아유코, 이상은",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201348328,,KDC 830,포함
나는 친구가 적다 플러스,"브리키, 설은미",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201348332,,KDC 830,포함
현세신화,현천,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201348689,,KDC 813,포함
흐린 날 미사일,김영승,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341688,,KDC 811,포함
회의진행 이렇게 하자,서울특별시교육청,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201341708,,KDC 802,포함
아이작,취몽객,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201348933,,KDC 813,포함
리터너,화풍객,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201349540,,KDC 813,포함
워 마스터,하순일,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201350869,,KDC 813,포함
빈약해도! 빈유라도!,"Juna, cherinova",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201351148,,KDC 813,포함
아웃브레이크 컴퍼니,"유겐, 한신남",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201351149,,KDC 833,포함
춤추는 고무신,금사랑,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201351578,,KDC 811,포함
金閣寺,"민병산, 아쿠타가와 류노스케",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201344721,,KDC 833,포함
꽃을 유혹한 나비,나호철,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343327,,KDC 813,포함
(손광현의) 유유자적,손광현,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343328,,KDC 811,포함
길 위의 문학교실,영진문학교육연구회,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343329,,KDC 816,포함
행동반경,"McPherson, James Alan, 장현동",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343331,,KDC 843,포함
외치는 소리,"McPherson, James Alan, 안정효",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343332,,KDC 843,포함
제갈공명,"진순신, 박희준",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343338,,KDC 833,포함
책 숲을 함께 걷다,교사독서교육연구회 책 숲을 함께 걷다,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343339,,KDC 818,포함
사막일기,"Paoli, Arturo, 파올리, 아르투로",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343340,,KDC 888,포함
碧梧桐,김기추,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343344,,KDC 811,포함
꽃에게 말하다,해림,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343355,,KDC 811,포함
한국문학 해외진출을 위한 새로운 전략,,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342970,,KDC 810,포함
"한국문학, 세계 속으로",,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201342983,,KDC 810,포함
국민의 時 낭송의 밤,"지방문화원, 전국문화원연합회",시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343010,,KDC 811,포함
페인트로 그린 階級章,육군본부,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343022,,KDC 813,포함
실내인간,이석원,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343044,,KDC 813,포함
時調의 型式과 活用,박인과,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343057,,KDC 802,포함
(제3회) 나라사랑 時낭송회,"대한민국순국선열유족회, 월간 순국",시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343076,,KDC 811,포함
나의 인생길,김구숙,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343096,,KDC 818,포함
문득,학명란,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343103,,KDC 811,포함
(전국 문예작품) 공모전 당선작 작품집,한국예총,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343104,,KDC 810,포함
역전의 여왕,박지은,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343168,,KDC 813,포함
(동해영웅) 이사부,안휘,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343197,,KDC 813,포함
인문力사전,김동주,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343183,,KDC 817,포함
짧은 시집,김남웅,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343206,,KDC 811,포함
노인과 바다,"최복현, Hemingway, Ernest",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343253,,KDC 843,포함
누군가가 부족하다,"미야시타 나쓰, 김지연",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343254,,KDC 833,포함
하이힐을 신고 달리는 여자,윤재웅,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343255,,KDC 843,포함
쇼생크 탈출,"오석태, 이일범",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343256,,KDC 843,포함
동물 농장,"Orwell, George, 최복현",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343257,,KDC 843,포함
바람따라 길을 바꾸지 않는 산,이광전,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201343247,,KDC 814,포함
언어와 문학,정인모,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355373,,KDC 810,포함
내 언어의 화려한 외출,문인호,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355375,,KDC 811,포함
그리움은 세상의 뿌리,이석우,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355377,,KDC 811,포함
도도한 유혹,연아,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355380,,KDC 813,포함
인생 2막,송만순,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201354576,,KDC 818,포함
고전시가강의,이창식,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201354577,,KDC 811,포함
고문관지 역주,"우댜오허우, 오초재",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201354578,,KDC 820,포함
기숙사 206호,예시원,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201354581,,KDC 813,포함
한진의 삶과 문학,"김병학, 조규익",희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201354583,,KDC 812,포함
이런 사랑,윤성아,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355381,,KDC 813,포함
내 마음의 칸타타,박상현,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355390,,KDC 813,포함
내사랑 최고다,조민정,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355393,,KDC 813,포함
러브테라피,버들,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355395,,KDC 813,포함
논술 지도,"류수열, 장미영",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201354585,,KDC 802,포함
근대 일본의 '조선 붐',"가천대학교, 양지영",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201354588,,KDC 810,포함
시조 문학 특강,"임종찬, 신웅순",시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201354590,,KDC 811,포함
역사·기억·체험,"전봉관, 윤대석",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201354595,,KDC 810,포함
100가지 소원,가이하,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357439,,KDC 813,포함
"봄, 푸른 달빛에 꿈꾸다",곽민숙,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357443,,KDC 811,포함
(쉽고 친절하게 쓰는) 대학 글쓰기,박전수,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201358141,,KDC 802,포함
비즈니스 글쓰기의 모든 것,"박정준, Meirowitz, Claire",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201356752,,KDC 802,포함
반짝이는 모래가 흙으로 변해도,서순보,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357092,,KDC 811,포함
초록스케치,"권한솔, 강미애",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357093,,KDC 818,포함
수평선으로 시간을 떠밀며,강연익,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357099,,KDC 811,포함
백묵을 던지고,홍우계,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357446,,KDC 811,포함
시간의 사육,이관묵,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357447,,KDC 811,포함
집현전 세탁소,오승근,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357451,,KDC 811,포함
현동 381번지,서영택,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357453,,KDC 811,포함
앤틱,려화,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357455,,KDC 813,포함
고려가요의 해석과 이론,김선기,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201354596,,KDC 811,포함
매체,"남민우, 서유경",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201354597,,KDC 810,포함
한국 근대 여행소설 연구,김효주,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201354598,,KDC 813,포함
목마름 153,강동주,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355042,,KDC 811,포함
작은 자야… 작은 자야… 작은 자야…,홍성남,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355043,,KDC 811,포함
결괴,"이영미, 히라노 게이이치로",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355044,,KDC 833,포함
이 인간이 정말,성석제,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355045,,KDC 813,중복 제외 (앞 순위 출처에 있음)
"사막의 나라, 물의 신녀",이지혜,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355047,,KDC 813,포함
관상,백금남,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355048,,KDC 813,포함
키스하다 시쓰는 남자,임병용,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355051,,KDC 811,포함
죽은 자의 어리석음,"송경아, Christie, Agatha",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355416,,KDC 843,포함
검은 발목의 시간,최미정,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201354606,,KDC 811,포함
여자의 서랍,노영임,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201354614,,KDC 811,포함
마왕전생 red,홍정훈,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201354615,,KDC 813,포함
악마학자,유필,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357456,,KDC 813,포함
꽃차를 마시며,손예화,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357461,,KDC 811,포함
하늘로 가는 외딴집,신탁균,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357801,,KDC 811,포함
눈사람 라라,이정란,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357809,,KDC 811,포함
"강, 물이 되다",서태수,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357810,,KDC 811,포함
길의 안부를 묻다,"김관빈, 범대순",수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357814,,KDC 814,포함
어느 것도 그대 아닌 것이 없다,김청숙,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357815,,KDC 811,포함
눈물 젖은 돌,신봉균,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357816,,KDC 811,포함
물벼락,김애희,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357817,,KDC 811,포함
쓸쓸할수록 화려하게,윤수천,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357818,,KDC 811,포함
방과 후 전쟁활동,하일권,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201358166,,KDC 810,포함
테라포마스,"다치바나 겐이치, 사스카 유",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201358167,,KDC 830,포함
크랜포드,"심은경, Gaskell, Elizabeth Cleghorn",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357466,,KDC 843,포함
노인과 바다,"이혜민, Hemingway, Ernest",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357467,,KDC 843,포함
코스미안 어레인보우,이태상,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357819,,KDC 814,포함
어게인,김애정,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357821,,KDC 813,포함
단테 『신곡』 강의,"이영미, 이마미치 도모노부",시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201356080,,KDC 881,포함
갑자기 누군가 문을 두드린다,"Keret, Etgar, 장은수",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201356083,,KDC 897,포함
떠돌이의 혼,김호길,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201356088,,KDC 811,포함
냉궁마마,이청은,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201356089,,KDC 813,포함
비빔밥? 얼씨구나 절씨구나 좋다!,송지호,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201356095,,KDC 818,포함
눈을 떠야 세상이 보인다,한호철,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201356096,,KDC 814,포함
뭇별 속에 묻어두고,김계식,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201356097,,KDC 811,포함
(2013) 낙동강,,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355074,,KDC 811,포함
소음꽃,이출재,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355076,,KDC 811,포함
신은 쿨한 스타일이다,신비,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355077,,KDC 818,포함
이바디,박삼교희,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355078,,KDC 813,포함
이효석문학상 수상작품집 2013,"김이설, 김언수",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355079,,KDC 813,포함
세상의 시작,박민정,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355080,,KDC 811,포함
베네치아에서의 죽음,"윤순식, Mann, Thomas",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357132,,KDC 853,포함
100일 프로젝트,박현진,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201354701,,KDC 816,포함
먼 산이 운다,김현숙,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355082,,KDC 813,포함
대학 글쓰기의 이론과 실제,,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357822,,KDC 802,포함
최고의 결혼,정이준,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357823,,KDC 813,포함
광해의 연인,유오디아,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357137,,KDC 813,포함
곧건들읍써,고훈식,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357151,,KDC 811,포함
매일매일 즐거운 일이 가득,"이은정, 구리하라 하루미",수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355083,,KDC 834,포함
시간이 흐른 흔적,민정숙,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355084,,KDC 811,포함
"오늘, 수고했어요",이수동,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355085,,KDC 818,포함
닥터 지킬 앤 하이드,이희경,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355091,,KDC 813,포함
햇살같은 경찰의 꿈,심은석,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357155,,KDC 811,포함
시꾼,,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357156,,KDC 810,포함
노송의 향기,박철구,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357157,,KDC 811,포함
"꽃 사이사이, 바람",김옥자,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201354726,,KDC 811,포함
우아한 짐승의 연애,정은기,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201357158,,KDC 813,포함
(SBS 드라마스페셜) 주군의 태양,"홍미란, 홍정은",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201354734,,KDC 813,포함
삼두매,최영찬,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201355126,,KDC 813,포함
꽃빛에 젖어 그대 가슴에 안기고 싶은 날,안숙현,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201356480,,KDC 811,포함
헤르메스,패황강천,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201356484,,KDC 813,포함
선단공,우보,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201356485,,KDC 813,포함
이야기,"Pasternak, Boris Leonidovich, 임혜영",희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KMO201356158,,KDC 892,포함
