제목,저자,장르,연도,연도 근거,링크,발행처,비고,통합 통계
별자리 천사 이야기,"Crosse, Joanna, Whelan, Olwyn",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815298,,KDC 808,포함
마르티에의 생일 선물,"김성수, Bramlage, Doesjka",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815299,,KDC 859,포함
달 할머니의 자장가,"조선영, Beaton, Clare",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815300,,KDC 808,포함
사자를 보러 갈 때,"Morris, Jackie, 윤선아",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815301,,KDC 843,포함
폼페이 마지막 날,"Balit, Christina, 김귀경",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815302,,KDC 843,포함
이제는 잠잘 시간!,"유혜자, Dussart, Geoffroy",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815303,,KDC 808,포함
놀라운 동물 이야기,"김규태, Baronian, Jean-Baptiste",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815304,,KDC 808,포함
엄마는 나를 어떻게 사랑할까요?,"Baronian, Jean-Baptiste, 이지영",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815305,,KDC 863,포함
레티스 아주머니 이야기,"김귀경, Hubbard, Suzanna",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815306,,KDC 843,포함
잘 자요!,"Mitton, Tony, 이은주",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815307,,KDC 843,포함
재미있는 숫자 여행,"Teyssedre, Fabienne, 연숙진",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815308,,KDC 808,포함
"너, 내 친구 맞지?","Wiencirz, Gerlinde, 유혜자",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815309,,KDC 808,포함
"아기 여우야, 괜찮아?","Wiencirz, Gerlinde, Mais, Susanne",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815310,,KDC 808,포함
넌 혼자가 아니야,"이태영, Freymann, Saxton",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815311,,KDC 843,포함
논술1318 中學,박학천,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816761,,KDC 802,포함
(이동재) 주니어 논술,이동재,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816762,,KDC 802,포함
2학년이 읽고 싶은 학교동화,"박명희, 청개구리",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816769,,KDC 813,포함
(원광법사도 깜짝 놀란) 논술오계,최정원,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816773,,KDC 802,포함
제2회 서울학생 백일장 및 사생대회 수상작품집,5.18민중항쟁서울동지회,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816774,,KDC 810,포함
강을 만난 토끼와 거북이 외 1편,"박덕규, 손혜란",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815272,,KDC 813,포함
팁톱 아저씨와 코끼리,"박상민, Napp, Daniel",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815312,,KDC 808,포함
따라 하지 마,"박희라, Bedford, David",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815313,,KDC 843,포함
하늘을 날아요,"김희정, Timmers, Leo",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815314,,KDC 808,포함
"아기 너구리야, 잘 자","Wiencirz, Gerlinde, Mais, Susanne",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815315,,KDC 808,포함
시끌벅적 동물 농장,"박승범, Lavis, Steve",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815316,,KDC 843,포함
"고마워요, 엄마!","이혜옥, Emberley, Ed",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815317,,KDC 843,포함
관점과 논술,박정민,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816427,,KDC 802,포함
"(The) bright, young star","Kim, Gyoo-Cheon, Pu, Yikang",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816428,,KDC 843,포함
꿈틀꿈틀 쑥쑥쑥,강석희,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816430,,KDC 811,포함
(책으로 자라는 청소년을 위한) 비바비보 문학선 촘촘히 읽기,뜨인돌출판사,평론,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816434,,KDC 809,포함
빨간 냄비,"최문자, 서재형",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816442,,KDC 813,포함
독심술을 배우는 아이들,"주현숙, 이몽백",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816443,,KDC 813,포함
(동화사랑이 들려주는) 좋아좋아~ 전래,동화사랑연구소,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816445,,KDC 813,포함
벼룩의 황금 날개,"Emberley, Ed, 이혜옥",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815318,,KDC 843,포함
사자를 조심해!,"Cornuel, Pierre, 조세형",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815319,,KDC 863,포함
그냥 다를 뿐이에요,"Daenen, Frank, 김성수",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815320,,KDC 808,포함
알록달록 색깔 여행,"연숙진, Teyssedre, Fabienne",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815321,,KDC 808,포함
꼬마 곰의 숫자놀이,"유혜자, Hissey, Jane",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815322,,KDC 843,포함
블룹을 잃어버렸어요,"Bostock, Mike, 이규태",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815323,,KDC 843,포함
출렁출렁 큰 바다로 나가면,"Thompson, Richard, LaFave, Kim",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815324,,KDC 843,포함
풍선을 타고 하늘을 날면,"Spicer, Maggee, Thompson, Richard",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815325,,KDC 843,포함
"하나, 둘, 셋 사바나의 동물들","Geiger, C?cile, 한관희",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815326,,KDC 808,포함
꼬마 탐정 포아르,"오연정, Baronian, Jean-Baptiste",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815327,,KDC 808,포함
(입에서 입으로 전해오는) 수수께끼 그림책,,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816783,,KDC 813,포함
(누워서 떡먹기보다 쉬운) 우리속담,,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816784,,KDC 813,포함
나의 선물나무,"안중린, 김희",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816793,,KDC 813,포함
어린이 글짓기대회 수상모음집,도봉문화정보센터,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816800,,KDC 810,포함
나에게만 보이는것,오산문화원,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816803,,KDC 810,포함
긴코쟁이의 모험,"이오시호프, 콘스탄틴, 글나라",희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816810,,KDC 892,포함
훈장귀신을 아시나요?,이효성,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816453,,KDC 813,포함
(한국아동문학회와 한국국어교육학회에서 추천하는 초등학생이 꼭 알아야 할) 글짓기와 논술,김신철,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816454,,KDC 802,포함
(세계명작동화 속의) 바보 한스는 어떻게 했을까~요?,"이현모, 정애란",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816455,,KDC 808,포함
멍태와 구리의 징검다리 우정 이야기,"김승연, 이효성",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816459,,KDC 813,포함
꿈의 열쇠,김명섭,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816464,,KDC 810,포함
(전래) 옛날이야기,"신홍석, 강원",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816466,,KDC 808,포함
납골당 문지기,"Fremont, Eleanor, 김영제",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816468,,KDC 843,포함
한국에서 가장 재치있는 이야기,김석배,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816469,,KDC 813,포함
미래 소년 삼총사,한낙원,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816470,,KDC 813,포함
납골당의 마녀,"김영제, Fremont, Eleanor",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816472,,KDC 843,포함
큰 바위 얼굴,"신영철, 신응섭",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816811,,KDC 843,포함
하얀 소녀,"심만기, 최봉식",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816812,,KDC 813,포함
이상한 정체의 비밀,인성교육개발원,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816814,,KDC 808,포함
(알기 쉬운) 우리 고전문학 선집,"일종문화사, 한국고전문학연구회",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816823,,KDC 813,포함
다섯 개의 얼굴을 가진 여우,"윤수천, 양나리",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816824,,KDC 813,포함
"난, 이상한 아이가 아니에요",이지원,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816826,,KDC 808,포함
못말리는 강아지 도깨비,임신행,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816827,,KDC 813,포함
용감한 소방차 뚜뚜와 뿌뿌,"김민정, 정은미",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816148,,KDC 813,포함
힘센 덤프 트럭 통통이,"박은진, 홍지연",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816149,,KDC 813,포함
나는야 슈퍼 경찰차 삐요!,"차보금, 혜경",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816150,,KDC 813,포함
행복한 왕자,"Wilde, Oscar, 김원만",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816474,,KDC 808,포함
라푼젤,"유승희, 김세정",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816476,,KDC 853,포함
브레멘의 동물 음악대,"Grimm, Jacob, 진성희",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816477,,KDC 808,포함
인어 공주,"김영실, 최유성",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816478,,KDC 808,포함
빨간 구두,"Andersen, Hans Christian, 이민정",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816479,,KDC 859,포함
별아기,"Wilde, Oscar, 박종대",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816480,,KDC 808,포함
집 없는 아이,"허성미, 오정숙",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816481,,KDC 808,포함
구둣방 할아버지와 꼬마 요정,"Grimm, Wilhelm, 박근",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816482,,KDC 808,포함
욕심쟁이 거인,"Wilde, Oscar, 김현주",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816483,,KDC 808,포함
당나귀 가죽을 쓴 공주,"Perrault, Charles, 양지숙",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816484,,KDC 863,포함
거인을 물리친 엄지 동자,"양혜정, Perrault, Charles",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816485,,KDC 808,포함
알라딘과 요술 램프,"유승희, 리처드 버턴",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816486,,KDC 897,포함
미운 아기오리,"Andersen, Hans Christian, 전미영",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816487,,KDC 808,포함
엄지 공주,"천은실, Andersen, Hans Christian",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816488,,KDC 808,포함
벌거벗은 임금님,"이명옥, 양지숙",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816489,,KDC 859,포함
자연의 어머니,"조은비, Dillon, Diane",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815373,,KDC 808,포함
다니엘과 고양이,"박희라, Diaz, David",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815374,,KDC 843,포함
성냥팔이 소녀,"김윤조, Andersen, Hans Christian",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816491,,KDC 859,포함
개구리 왕자,"심상우, 김수정",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816492,,KDC 808,포함
아기사슴 이야기,"유승희, 김정혜",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816494,,KDC 808,포함
(2007년 김영일교육컨설팅) 수시2학기 배치고사 고3 해설집,김영일교육컨설팅,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816842,,KDC 802,포함
나홀로 잉카에,"한광주, 장석준",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816848,,KDC 813,포함
나홀로 강시와,"명경만, 장석준",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816849,,KDC 813,포함
나홀로 별장에,"장석준, 한광주",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816853,,KDC 813,포함
나홀로 전설 속에,"장석준, 한광주",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816854,,KDC 813,포함
꼬마 니꼴라,"Goscinny, Ren?, 김미숙",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816855,,KDC 863,포함
하나 둘 셋 눈사람,"이서희, 히로카와 사에코",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815700,,KDC 833,포함
외롭지 않아,"황금여우, 다가시라 요시타카",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815701,,KDC 833,포함
도토리나무 언덕,"이서희, 히로카와 사에코",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815703,,KDC 833,포함
산딸기 들녘의 아침,"이서희, 히로카와 사에코",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815704,,KDC 833,포함
목련꽃 집의 자장가,"히로카와 사에코, 이서희",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815705,,KDC 833,포함
내 이름은 우유,"전혜원, 오무라 에쓰코",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815706,,KDC 833,포함
(지혜와 사고력을 심어주는) 유머개그,윤연숙,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816179,,KDC 817,포함
덤벙덤벙 말썽꾸러기 늑대들,"Melling, David, 박명옥",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815375,,KDC 808,포함
화해를 가져온 심벌즈,"박상은, Montange, Anne",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815376,,KDC 808,포함
하늘에서 온 편지,"도리고에 마리, 황금여우",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815707,,KDC 833,포함
빨간 스웨터,"이와무라 가즈오, 이금복",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815708,,KDC 833,포함
난 혼자가 아니야,"황금여우, 도시마 가오리",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815709,,KDC 833,포함
멋진 음악회,"아다치 나미, 황금여우",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815710,,KDC 833,포함
거북이 등에 탔어요,"다카도노 호코, 엄미랑",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815711,,KDC 833,포함
아기구름들의 달리기,"오사카 청년회의소, 유명선",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815712,,KDC 833,포함
민들레 너구리 그리고 숲 속의 씨앗,"시모다 도모미, 황금여우",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815713,,KDC 833,포함
빗방울을 먹은 사자,"와다 마코토, 유명선",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815714,,KDC 833,포함
풍선 곰돌이,"아키야마 다다시, 엄미랑",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815715,,KDC 833,포함
"모양 마을, 모양 친구들","마쓰모토 헤이로쿠, 이금복",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815716,,KDC 833,포함
떡갈나무 숲에 비가 왔어요,"니시나 사치코, 이금복",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815717,,KDC 833,포함
신나는 보물찾기,"유명선, 나카가와 미치코",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815718,,KDC 833,포함
벌레의 숨바꼭질,"후쿠자와 유미코, 전혜원",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815719,,KDC 833,포함
세드릭 이야기,"명수정, Burnett, Frances Hodgson",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816495,,KDC 808,포함
어부와 황금 물고기,"한상남, Pushkin, Aleksandr Sergeevich",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816496,,KDC 808,포함
백조 왕자,"안창숙, Andersen, Hans Christian",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816498,,KDC 859,포함
장화 신은 고양이,"정제광, Perrault, Charles",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816499,,KDC 808,포함
부키 아저씨가 죽었어요!,"윤여림, Courlander, Harold",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816501,,KDC 808,포함
또야 너구리가 기운 바지를 입었어요,"박연숙, 권정생",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816503,,KDC 808,포함
놀고 싶어 하지 않는 공주,"노인경, Lindgren, Astrid",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816504,,KDC 808,포함
우린 쓰레기가 아니라니까,"최현묵, 채인선",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816506,,KDC 808,포함
폭풍이 간판을 옮긴 이야기,"이지은, Andersen, Hans Christian",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816508,,KDC 808,포함
푸른 말코손바닥사슴,"김미혜, Pinkwater, Daniel",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816509,,KDC 808,포함
성냥팔이 소녀,"Andersen, Hans Christian, 이영옥",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816510,,KDC 808,포함
우리 집 안경곰 아저씨,"민은경, 채인선",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816512,,KDC 808,포함
허커버크 가족,"이경신, Sandburg, Carl",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816514,,KDC 808,포함
빗을 잃어버린 인어,"핀레이, 위니프레드, 허은실",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816515,,KDC 808,포함
늑대 아저씨의 채소밭,"Bouiller, Claire, Greban, Quentin",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815377,,KDC 808,포함
스텔라루나,"Cannon, Janell, 이혜옥",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815378,,KDC 843,포함
꼬질꼬질 푹신푹신 요술쟁이 의자,"최제니, Mahy, Margaret",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815379,,KDC 808,포함
난 네가 가장 좋아,"윤선아, Thompson, Carol",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815380,,KDC 808,포함
아기 다람쥐야 도망쳐!,"조세형, Espinassous, Louis",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815381,,KDC 808,포함
우리 집에 괴물이 생겼어요,"Jolin, Dominique, Tremblay, Carole",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815382,,KDC 808,포함
마법의 요리 단지,"Newey, Gail, Batt, Tanya Robyn",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815383,,KDC 808,포함
오싹오싹 동굴탐험,"김진숙, Layton, Neal",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815384,,KDC 843,포함
폴린 선장과 공룡,"Andreae, Giles, Ayto, Russell",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815385,,KDC 808,포함
무지개 호랑이,"Frohwerk, Jennifer, 이지영",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815386,,KDC 843,포함
투트와 푸르딩딩 바이러스,"김희정, Hobbie, Holly",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815387,,KDC 808,포함
장난감 천사 에밀,"Tibo, Gilles, Lafrance, Marie",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815388,,KDC 808,포함
"야옹, 이건 비밀이야!","구계원, 히다노 가나요",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815389,,KDC 833,포함
주나이드와 신비한 새,"Rebena, Frederic, Bouzzine, Hamed",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815390,,KDC 808,포함
오트만 할아버지와 은빛 물고기,"김호정, Rizkallah, Adly",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815391,,KDC 843,포함
가짜촌놈 진짜촌놈,"임근수, 김태하",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816865,,KDC 813,포함
황놀부와 황돼지,"김종목, 임나현",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816866,,KDC 813,포함
도깨비 방망이와 홈런왕,"신갑선, 임태혁",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816867,,KDC 813,포함
"도전, 공포체험","김지향, Cross, Gillian",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816868,,KDC 843,포함
황금 도깨비와 보석상자,"신갑선, 김청하",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816869,,KDC 813,포함
기암성의 비밀,"박송, Leblanc, Maurice",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816872,,KDC 863,포함
모르그가의 미스터리,"권오훈, Poe, Edgar Allan",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816873,,KDC 843,포함
날개 달린 소년들,"임나현, 신갑선",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816874,,KDC 813,포함
산타와 엉터리 도사,"신갑선, 임근수",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816876,,KDC 813,포함
임금님의 오토바이 경주,"박인수, 오기철",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816878,,KDC 813,포함
꿍따리 환상 특급,"정준용, 소중애",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816880,,KDC 813,포함
투명옷을 입은 누리,"정명진, 홍기한",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816882,,KDC 813,포함
시조를 찾아서,권오석,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816884,,KDC 811,포함
새마음,이진호,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816885,,KDC 811,포함
내가 네게 해주고픈 말은 단 하나!,김유남,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816888,,KDC 818,포함
사랑은 나 혼자 이별은 너 혼자 했을 뿐이야,김미향,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816890,,KDC 818,포함
으악~! 사오정 짱 좋아!!,문경은,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816891,,KDC 817,포함
사랑한다는 말로 다 표현할 수 없는 것은 마음입니다,최미자,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816892,,KDC 818,포함
케이크 주세요,"안자이 미즈마루, 유명선",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815720,,KDC 833,포함
비 내리는 날에 둘이서,"황금여우, 도리고에 마리",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815721,,KDC 833,포함
수박 시소,"엄미랑, 구사마 히로코",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815722,,KDC 833,포함
친구가 생겼어요,"나카가와 미치코, 유명선",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815723,,KDC 833,포함
"모자야, 기다려","아만 기미코, 구로이 겐",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815724,,KDC 833,포함
(논술친구) 철학아 놀자,"조선우, 이준구",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816183,,KDC 802,포함
하얀 돌멩이 일곱 개,"표동자, 이지현",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816187,,KDC 808,포함
(용감무쌍) 염소 삼형제,"Brown, Marcia, 김기택",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816189,,KDC 859,포함
쥐똥 선물,"김이랑, 김리리",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816190,,KDC 813,포함
친구도서관,"이형진, 김하늬",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816192,,KDC 813,포함
잔과 거지 연주가,"Montange, Anne, Usdin, ?l?ne",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815392,,KDC 808,포함
모두 다 싫어!,"Palmer, Ruth, Kelly, Mij",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815393,,KDC 843,포함
벨레의 생일 파티,"Ackeren, Dominique van, Boonen, Stefan",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815394,,KDC 808,포함
무시무시한 동화책 속으로 들어가 볼래?,"Child, Lauren, 이지영",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815395,,KDC 808,포함
토끼의 귀가 긴 이유,"Auer, Martin, Wolfsgruber, Linda",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815396,,KDC 853,포함
두꺼비의 나이 자랑,"이지은, 송언",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816517,,KDC 808,포함
우물 파는 사람들,"김병호, 엄혜숙",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816516,,KDC 808,포함
백설공주와 일곱 난쟁이,"Grimm, Jacob, 최철용",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816520,,KDC 808,포함
붉은하늘,"한혜영, 이상윤",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816525,,KDC 813,포함
희망의 별이 떨어졌어요,덴쏘,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816526,,KDC 813,포함
(정말정말 새롭고 재미있는 아홉 가지) 요정과 공주 이야기,"Fortier, Nathalie, L?vy, Didier",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200816527,,KDC 863,포함
아주 특별한 크리스마스 선물,"Anderson, Wayne, 안지은",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815397,,KDC 808,포함
졸라맨 건즈 스페셜,유니트픽쳐스,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815399,,KDC 813,포함
난 나만 좋으면 돼!,"박비소리, 최하람",소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815401,,KDC 813,포함
(궁금한 건 못참아!) 초등국어논술 퀴즈동화,"우지현, 신혜순",기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KJU200815408,,KDC 802,포함
