제목,저자,장르,연도,연도 근거,링크,발행처,비고,통합 통계
행성 2 : 베르나르 베르베르 장편소설,"베르베르, 베르나르",장편소설,2022,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1034162&isbn=9788932922379&mid=b30201000000,열린책들,,포함
쥐와 굴: 배수연 시집,배수연,시,2021,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1033180&isbn=9791190885751&mid=b30201000000,현대문학,,포함
제레나폴리스: 조선수 소설집,조선수,단편소설,2021,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1033179&isbn=9791160201499&mid=b30201000000,솔,,포함
마음챙김의 시 [큰글자책],류시화 엮음,시,2022,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1034376&isbn=9791190382731&mid=b30201000000,수오서재,,포함
동그랗게 날아야 빠져나갈 수 있다 : 김성신 시집,김성신,시,2022,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1035635&isbn=9791197019784&mid=b30201000000,포지션,,포함
작은 땅의 야수들 : 김주혜 장편소설,김주혜,장편소설,2022,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1034951&isbn=9791130693927&mid=b30201000000,다산책방,,포함
생의 전부가 내 옆을 스쳐 지나간 오후 : 안채영 시집,안채영,시,2020,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1032921&isbn=9791188710836&mid=b30201000000,달아실,,포함
앵무새 죽이기:하퍼 리 장편소설,"리, 하퍼",장편소설,2017,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1027463&isbn=9788932917207&mid=b30201000000,열린책들,,포함
기다릴 때 우리가 하는 말들 : 김병운 소설집,김병운,단편소설,2022,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1035579&isbn=9788937456039&mid=b30201000000,민음사,,포함
"임꺽정:벽초 홍명희 소설.2,피장편",홍명희,소설,2008,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1021633&isbn=9788958282624&mid=b30201000000,사계절,,중복 제외 (앞 순위 출처에 있음)
그대는 할말을 어디에 두고 왔는가 : 허수경 산문집,허수경,수필,2018,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1029214&isbn=9791188862160&mid=b30201000000,난다,,포함
앨리스의 생활방식:장은진 장편소설,장은진,장편소설,2011,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1022242&isbn=9788937482649&mid=b30201000000,민음사,,포함
빛을 두려워하는 : 더글라스 케네디 장편소설,"케네디, 더글라스",장편소설,2021,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1034123&isbn=9788984374362&mid=b30201000000,밝은세상,,포함
소설 동의보감 하,이은성,소설,1990,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1011347&isbn=893643019X&mid=b30201000000,창작과비평사,,포함
보통의 노을: 이희영 장편소설,이희영,장편소설,2021,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1033176&isbn=9788954445764&mid=b30201000000,자음과모음,,중복 제외 (앞 순위 출처에 있음)
내가 죽고 싶다고 하자 삶이 농담을 시작했다 : 김현진 에세이,김현진,수필,2020,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1032895&isbn=9791189336301&mid=b30201000000,프시케의숲,,포함
그때 치마가 빛났다 : 안미선 에세이,안미선,수필,2022,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1035601&isbn=9791168730342&mid=b30201000000,오월의봄,,포함
레슨 인 케미스트리 1 : 보니 가머스 장편소설,"가머스, 보니",장편소설,2022,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1035407&isbn=9791130617039&mid=b30201000000,다산책방,,포함
우리의 사람들: 박솔뫼 소설집,박솔뫼,단편소설,2021,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1033177&isbn=9788936438371&mid=b30201000000,창비,,포함
안드로메다로 가는 배민 라이더:주창윤 시집,주창윤,시,2021,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1033122&isbn=9788961042826&mid=b30201000000,한국문연,,포함
연어가 돌아오는 계절:고영서 시집,고영서,시,2021,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1033123&isbn=9788960215559&mid=b30201000000,천년의시작,,포함
우리가 동시에 여기 있다는 소문:김미령 시집,김미령,시,2021,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1033125&isbn=9788937409011&mid=b30201000000,민음사,,포함
팔순의 어머니께서 아들의 시집을 읽으시네:이용호 시집,이용호,시,2021,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1033131&isbn=9788939230668&mid=b30201000000,실천문학,,포함
적절한 웃음이 떠오르지 않았다:조성국 시집,조성국,시,2021,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1033128&isbn=9791158965068&mid=b30201000000,시인동네,,포함
저물어도 돌아갈 줄 모르는 사람:이상국 시집,이상국,시,2021,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1033127&isbn=9788936424565&mid=b30201000000,창비,,포함
나무는 나무를 : 이병일 시집,이병일,시,2020,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1032302&isbn=9788983928252&mid=b30201000000,문학수첩,,포함
마음챙김의 시,류시화,시,2020,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1032406&isbn=9791190382267&mid=b30201000000,수오서재,,포함
하얀 국화 : 매리 린 브락트 장편소설,"브락트, 매리 린",장편소설,2018,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1031379&isbn=9788970758787&mid=b30201000000,문학세계사,,포함
난 혼자인 적 없어: 이근정 동시집,이근정,노래,2021,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1033147&isbn=9791156761266&mid=b30201000000,오픈키드,,포함
눈물 소금: 이묘신 동시집,이묘신,노래,2021,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1033148&isbn=9791191531015&mid=b30201000000,걸음,,포함
오늘도 학교로 로그인: 문현식 동시집,문현식,노래,2021,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1033150&isbn=9788936448004&mid=b30201000000,창비,,포함
헤밍웨이 : 시대의 아픔을 함께 나눈 소설가,양지숙,소설,2010,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1030988&isbn=8956145032&mid=b30201000000,한국차일드아카데미,,포함
안데르센 : 꿈의 세계를 그려 낸 동화 작가,박진숙,동화,2010,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1030990&isbn=8956145059&mid=b30201000000,한국차일드아카데미,,포함
칼과 혀:권정현 장편소설,권정현,장편소설,2017,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1027458&isbn=9791130614311&mid=b30201000000,다산책방,,중복 제외 (앞 순위 출처에 있음)
우리아이 어릴적부터 책읽는 습관을 길러주는 동화,이규희,동화,2002,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1015665&isbn=8989324076&mid=b30201000000,효리원,,포함
최초의 책 : 이민항 장편소설,이민항,장편소설,2019,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1030305&isbn=9788954439862&mid=b30201000000,자음과모음,,포함
하늘땅만큼 좋은 이원수 동화나라,이원수,동화,2006,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1023492&isbn=9788901059488&mid=b30201000000,웅진주니어,,포함
완벽한 개업 축하 시:강보원 시집,강보원,시,2021,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1033124&isbn=9788937409042&mid=b30201000000,민음사,,포함
"대하소설 혼불.제1부 흔들리는 바람, 2",최명희,소설,2011,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1023057&isbn=9788993607024&mid=b30201000000,매안,,포함
크리스마스 타일 : 김금희 연작소설,김금희,소설,2022,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1035599&isbn=9788936438890&mid=b30201000000,창비,,포함
달 너머로 달리는 말 : 김훈 장편소설,김훈,장편소설,2020,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1031793&isbn=9791190052337&mid=b30201000000,파람북,,포함
올라가요 내려가요 : 최소윤 그림책,최소윤,동화,2026,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1037999&isbn=9791172546144&mid=b30201000000,푸른숲주니어,,포함
스마일 : 김중혁 소설집,김중혁,단편소설,2022,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1034181&isbn=9788932040004&mid=b30201000000,문학과지성사,,포함
내가 그 나이였을때 소설이 나를 찾아왔다,최인호 오정희,소설,2001,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1011149&isbn=8985804596&mid=b30201000000,여백,,포함
비가 오면 열리는 상점 : 유영광 장편소설,유영광,장편소설,2023,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1035715&isbn=9791198173898&mid=b30201000000,클레이하우스,,중복 제외 (앞 순위 출처에 있음)
소설 목민심서 중,황인경,소설,2007,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1017200&isbn=9788925508337&mid=b30201000000,랜덤하우스코리아,,포함
녀석의 깃털 : 윤해연 단편집,윤해연,단편소설,2022,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1035697&isbn=9788949192598&mid=b30201000000,비룡소,,포함
한국인이 뽑은 한국 고전소설 모음집,김시습 외,소설,2006,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1011178&isbn=8989994136&mid=b30201000000,북앤북,,포함
잠이 솔솔 핫초코 : 양선 그림책,양선,동화,2022,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1034980&isbn=9791170441595&mid=b30201000000,소원나무,,포함
소설 목민심서 하,황인경,소설,2007,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1017201&isbn=9788925508344&mid=b30201000000,랜덤하우스코리아,,포함
나무가 말하였네 : 나무에게 길을 묻다,고규홍,노래,2012,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1032269&isbn=9788960901223&mid=b30201000000,마음산책,,중복 제외 (앞 순위 출처에 있음)
피안의 어머니:조열태 치매 소설,조열태,소설,2019,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1032214&isbn=9791189597009&mid=b30201000000,브레인와이즈,,포함
슬픔의 바닥:김경윤 시집,김경윤,시,2019,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1031648&isbn=9791186530726&mid=b30201000000,문학들,,포함
벗에게 시집을 들고:헤르만 헤세 시집,"헤세, 헤르만",시,2015,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1026115&isbn=9791195402274&mid=b30201000000,종문화사,,포함
추리 천재 엉덩이 탐정 7-기이한 전망 여관 사건,트롤,소설,2018,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1029211&isbn=9791162339466&mid=b30201000000,아이세움,,포함
2021년 제66회 현대문학상 수상소설집.여기 우리 마주,최은미 외,단편소설,2020,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1032626&isbn=9791190885461&mid=b30201000000,현대문학,,포함
호텔 이야기 : 임경선 단편소설집,임경선,단편소설,2022,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1034924&isbn=9791197346538&mid=b30201000000,토스트,,중복 제외 (앞 순위 출처에 있음)
준주 : 조양희 장편소설,조양희,장편소설,2023,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1035595&isbn=9791186452868&mid=b30201000000,숨쉬는책공장,,포함
비의 세상: 최상희 소설,최상희,소설,2019,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1031675&isbn=9788954657488&mid=b30201000000,문학동네,,포함
가재가 노래하는 곳 : 델리아 오언스 장편소설,"오언스, 델리아",장편소설,2019,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1030322&isbn=9788952240569&mid=b30201000000,살림,,포함
기타 부기 셔플 : 이진 장편소설,이진,장편소설,2017,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1031765&isbn=9788974331276&mid=b30201000000,광화문글방,,중복 제외 (앞 순위 출처에 있음)
난생 처음 한번 공부하는 미술 이야기 5 : 이탈리아 르네상스 문명과 미술,양정무,평론,2019,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1030382&isbn=9791162730249&mid=b30201000000,사회평론,,포함
눈물이 방긋: 조하연 동시집,조하연,노래,2019,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1031694&isbn=9791189176259&mid=b30201000000,청색종이,,포함
일곱 해의 마지막 : 김연수 장편소설,김연수,장편소설,2020,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1031772&isbn=9788954672771&mid=b30201000000,문학동네,,중복 제외 (앞 순위 출처에 있음)
아이러니 염소:유태안 시집,유태안,시,2018,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1031629&isbn=9788992044417&mid=b30201000000,한결,,포함
하얼빈 : 김훈 장편소설,김훈,장편소설,2022,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1034355&isbn=9788954699914&mid=b30201000000,문학동네,,중복 제외 (앞 순위 출처에 있음)
귤의 맛 : 조남주 장편소설,조남주,장편소설,2020,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1031790&isbn=9788954671989&mid=b30201000000,문학동네,,중복 제외 (앞 순위 출처에 있음)
뜨거운 건 왜 눈물이 날까:김회권 시집,김회권,시,2019,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1031643&isbn=9791158964313&mid=b30201000000,문학의전당,,포함
레바나:마리사 마이어 장편소설,"마이어, 마리사",장편소설,2017,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1027815&isbn=9791158790684&mid=b30201000000,북로드,,포함
아홉번째 파도:최은미 장편소설,최은미,장편소설,2017,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1027404&isbn=9788954648714&mid=b30201000000,문학동네,,중복 제외 (앞 순위 출처에 있음)
가족 판타지,김별아,소설,2008,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1013681&isbn=9788939550117&mid=b30201000000,대교출판,,포함
소설 속 영화 영화 속 소설,이대현,소설,2016,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1027167&isbn=9791186306598&mid=b30201000000,다할미디어:Snifactory,,포함
받침 배우는 동화7. 척척박사와 꼬마 늑대 삐딱이:ㄱ받침편,한규호,동화,2013,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1023769&isbn=9788998172138&mid=b30201000000,받침없는동화,,포함
페이퍼돌 : 김지은 시집,김지은,시,2022,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1035658&isbn=9791191897340&mid=b30201000000,파란,,포함
형사 K의 미필적 고의 : 이춘길 소설집,이춘길,단편소설,2021,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1032893&isbn=9791191262100&mid=b30201000000,걷는사람,,포함
고연옥 희곡집 3,고연옥,희곡,2020,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1032553&isbn=9788957867433&mid=b30201000000,연극과인간,,포함
펭귄철도 분실물센터 :나토리 사와코 소설,나토리 사와코,소설,2017,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1026540&isbn=9788972758174&mid=b30201000000,현대문학,,포함
천사의 시,조광호 정호승,시,2007,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1016431&isbn=9788957593592&mid=b30201000000,대교베텔스만,,포함
티어링의 운명 : 에리카 조핸슨 장편소설,"조핸슨, 에리카",장편소설,2018,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1029221&isbn=9791188810628&mid=b30201000000,은행나무,,포함
사십일간의 남미 일주 : 최민석 에세이,최민석,수필,2020,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1032519&isbn=9788965749479&mid=b30201000000,해냄,,포함
우아한 거짓말:김려령 장편소설,김려령,장편소설,2009,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1022957&isbn=9788936456221&mid=b30201000000,창비,,중복 제외 (앞 순위 출처에 있음)
그리스로마신화,토머스 볼핀치,소설,1995,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1012104&isbn=897330321X&mid=b30201000000,하서,,포함
그곳이 사라지고 그곳이 살아나고:인문지리로 읽는 우리 주변의 장소들,천종호,평론,2015,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1026217&isbn=9788976962904&mid=b30201000000,역사비평사,,포함
맥파이 살인 사건 : 앤서니 호로비츠 장편소설,"호로비츠, 앤서니",장편소설,2018,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1028832&isbn=9788932919188&mid=b30201000000,열린책들,,포함
광주의 푸가:박관서 시집,박관서,시,2022,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1034206&isbn=9788966551484&mid=b30201000000,삶창,,포함
오후3시 어디에도 행복은 없다,차현숙,시,2000,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1010573&isbn=8932012059&mid=b30201000000,문학과 지성사,,포함
파커 : 명지현 소설집,명지현,단편소설,2020,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1032505&isbn=9791189176419&mid=b30201000000,청색종이,,포함
말놀이동시,삼성출판사,노래,2010,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1016032&isbn=9788915074095&mid=b30201000000,삼성출판사,,포함
우리가 간신히 희망할 수 있는 것,김영민,평론,2019,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1031428&isbn=9791162730652&mid=b30201000000,사회평론,,포함
화이트 호스 : 강화길 소설,강화길,소설,2020,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1031770&isbn=9788954672221&mid=b30201000000,문학동네,,포함
아버지의 해방일지 : 정지아 장편소설,정지아,장편소설,2022,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1034458&isbn=9788936438838&mid=b30201000000,창비,,중복 제외 (앞 순위 출처에 있음)
청소부 매뉴얼 : 루시아 벌린 단편집,"벌린, 루시아",단편소설,2019,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1030351&isbn=9788901232867&mid=b30201000000,웅진지식하우스,,포함
푸른수염의 첫번째 아내,하성란,평론,,발표 시기 미상,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1011279&isbn=8936433644&mid=b30201000000,창작과 비평사,,중복 제외 (앞 순위 출처에 있음)
오래전 집을 떠날 때,신경숙,평론,1997,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1010570&isbn=8936436422&mid=b30201000000,창작과 비평사,,포함
사육사:임후 시집,임후,시,2022,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1034227&isbn=9791191897135&mid=b30201000000,파란,,포함
저주토끼 : 정보라 소설집,정보라,단편소설,2017,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1034070&isbn=9791166686665&mid=b30201000000,아작,,중복 제외 (앞 순위 출처에 있음)
느티나무 수호대 : 김중미 장편소설,김중미,장편소설,2023,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1035492&isbn=9791192836072&mid=b30201000000,돌베개,,포함
그램그램 영문법 원정대 24,브릭스,평론,2015,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1036176&isbn=9788964358016&mid=b30201000000,사회평론,,포함
지구 레스토랑 : 조영글 그림책,조영글,동화,2023,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1035747&isbn=9791193022078&mid=b30201000000,미디어창비,,포함
토성의 겨울 : 김갑용 소설집,김갑용,단편소설,2022,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1034434&isbn=9788982183010&mid=b30201000000,강,,포함
청년 주부 구운몽 : 강선우 장편소설,강선우,장편소설,2023,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1035596&isbn=9791163164883&mid=b30201000000,고즈넉이엔티,,중복 제외 (앞 순위 출처에 있음)
죽음과 크림빵 : 우신영 장편소설,우신영,장편소설,2025,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1037693&isbn=9788954452625&mid=b30201000000,자음과모음,,포함
브루클린의 소녀:기욤 뮈소 장편소설,"뮈소, 기욤",장편소설,2016,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1025315&isbn=9788984373068&mid=b30201000000,밝은세상,,포함
소설 마시는 시간,정인성,소설,2016,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1027166&isbn=9788998529123&mid=b30201000000,나무나무(나무플러스나무),,포함
당근밭 걷기 : 안희연 시집,안희연,시,2024,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1037732&isbn=9791141600778&mid=b30201000000,문학동네,,포함
그림 형제의 길:흔들림 없이 끝까지 함께 걸어간 동화의 길,손관승,동화,2015,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1025576&isbn=9788955618082&mid=b30201000000,바다출판사,,포함
밀레니얼 칠드런:장은선 장편소설,장은선,장편소설,2014,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1022791&isbn=9788949123363&mid=b30201000000,비룡소,,포함
사랑하기 때문에:기욤 뮈소 장편소설,"뮈소, 기욤",장편소설,2014,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1027394&isbn=9788984370869&mid=b30201000000,밝은세상,,포함
부끄러움의 시대 : 장은진 장편소설,장은진,장편소설,2024,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1037710&isbn=9788954451819&mid=b30201000000,자음과모음,,포함
런던라사 삐에르의 세련된 옷차림 : 박혜지 장편소설,박혜지,장편소설,2024,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1037711&isbn=9791191306637&mid=b30201000000,고두미,,포함
크루아상 사러 가는 아침 : 필리프 들레름 에세이,"들레름, 필리프",수필,2021,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1034077&isbn=9788932039008&mid=b30201000000,문학과지성사,,포함
몸과 마음을 산뜻하게 : 정재율 시집,정재율,시,2022,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1035015&isbn=9788937409189&mid=b30201000000,민음사,,포함
훌훌 : 문경민 장편소설,문경민,장편소설,2022,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1035533&isbn=9788954685030&mid=b30201000000,문학동네,,포함
애쓰지 않아도 : 최은영 짧은 소설,최은영,소설,2022,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1034180&isbn=9788960907348&mid=b30201000000,마음산책,,중복 제외 (앞 순위 출처에 있음)
파주 : 김남숙 소설,김남숙,소설,2024,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1037716&isbn=9788954451895&mid=b30201000000,자음과모음,,포함
세계전래동화 거미의 땅콩 농사,기탄출판 곽종분,동화,2006,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1023374&isbn=9788979590128&mid=b30201000000,기탄출판,,포함
옛날에 내가 죽은 집:히가시노 게이고 장편소설,히가시노 게이고,장편소설,2008,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1027398&isbn=9788979198478&mid=b30201000000,창해,,포함
나는 언니가 좋아요 : 신현이 동화집,신현이,동화,2024,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1037618&isbn=9788932043135&mid=b30201000000,문학과지성사,,포함
백두 영웅 전설 : 영웅 흰달,임정자,소설,2024,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1037722&isbn=9791191900163 (1)&mid=b30201000000,놀궁리,,포함
도시에서 살아남기 : 현대 도시성장소설 연구,김한식,소설,2016,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1026852&isbn=9791156863267&mid=b30201000000,역락,,포함
월계동 풀 : 서상만 시집,서상만,시,2020,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1032550&isbn=9788979447323&mid=b30201000000,책만드는집,,포함
그림책 상상 그림책 여행,천상현,동화,2014,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1025272&isbn=9788970597447&mid=b30201000000,안그라픽스,,포함
"멋진, 기막히게 멋진 여행","더 레이우, 마티스",동화,2016,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1024461&isbn=9791186825020&mid=b30201000000,그림책공작소,,포함
여덟 개의 산:파올로 코녜티 장편소설,"코녜티, 파올로",장편소설,2017,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1028199&isbn=9788972758549&mid=b30201000000,현대문학,,포함
고래 : 천명관 장편소설,천명관,장편소설,2004,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1035425&isbn=9788982819278&mid=b30201000000,문학동네,,중복 제외 (앞 순위 출처에 있음)
나의 완벽한 장례식 : 조현선 장편소설,조현선,장편소설,2026,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1038029&isbn=9791124038192&mid=b30201000000,북로망스,,포함
바르도의 링컨 : 조지 손더스 장편소설,"손더스, 조지",장편소설,2018,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1029059&isbn=9788954653428&mid=b30201000000,문학동네,,포함
용선생 처음 한국사 2 : 조선 후기~현대,사회평론 역사연구소,평론,2019,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1030102&isbn=9791162730287&mid=b30201000000,사회평론,,포함
박수 준비!,"마토소, 마달레나",동화,2015,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1024471&isbn=9791186825013&mid=b30201000000,그림책공작소,,포함
용선생 처음 한국사 1 : 선사 시대~조선 전기,사회평론 역사연구소,평론,2019,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1030103&isbn=9791162730270&mid=b30201000000,사회평론,,포함
아가미가 그을었다 : 황순희 시조집,황순희,시조,2022,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1035643&isbn=9788979448146&mid=b30201000000,책만드는집,,포함
기나긴 이별:레이먼드 챈들러 추리소설,"챈들러, 레이먼드",소설,2014,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1027773&isbn=9788956051208&mid=b30201000000,북하우스,,포함
류 : 히가시야마 아키라 장편소설,히가시야마 아키라,장편소설,2022,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1034314&isbn=9791164796885&mid=b30201000000,해피북스투유,,포함
지구에서 한아뿐 : 정세랑 장편소설,정세랑,장편소설,2019,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1030353&isbn=9791188862290&mid=b30201000000,난다,,중복 제외 (앞 순위 출처에 있음)
인생 수정:조너선 프랜즌 장편소설,"프랜즌, 조너선",장편소설,2012,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1027538&isbn=9788956606231&mid=b30201000000,은행나무,,포함
날개와 날개 : 시조새부터 비행기까지,콜라드 스니드,시조,2009,발행 연도,https://www.ksponco.or.kr/lib/book/one/view?book_seq=1025357&isbn=9788954609258&mid=b30201000000,문학동네,,포함
