제목,저자,장르,연도,연도 근거,링크,발행처,비고,통합 통계
명작 뒤에 숨겨진 사랑,이동연,수필,2016,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=50423,,,포함
앙 : 단팥 인생 이야기,두리안 스케가와,소설,2015,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=31564,,,포함
당신의 완벽한 1년,샤를로테 루카스,소설,2017,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=51500,,,중복 제외 (앞 순위 출처에 있음)
벌들의 죽음,리사 오도넬,소설,2015,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=25506,,,중복 제외 (앞 순위 출처에 있음)
위베르씨 내일의 지구를 말해주세요,"위베르 르베스, 크리스토프 오벨",소설,,발표 시기 미상,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=33701,,,포함
새벽까지 희미하게,정미경,소설,,발표 시기 미상,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=66196,,,중복 제외 (앞 순위 출처에 있음)
빨리 걸을수록 나는 더 작아진다,,기타,2014,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=12264,,,포함
체리 토마토 파이,베로니크 드 뷔르,소설,2019,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=83354,,,포함
유품정리사 : 연꽃 죽음의 비밀,정명섭,소설,2019,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=86397,,,중복 제외 (앞 순위 출처에 있음)
내가 하늘에서 떨어졌을 때,율리아네 쾨프케,기타,2019,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=91243,,,포함
작은마음동호회,윤이형,소설,2019,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=88981,,,포함
공감하는 능력,,평론,2014,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=8556,,,포함
저마다의 별을 찾아서 : 어린왕자와 생텍쥐페리에 관한 인문학 여행,윤혜진,기타,2019,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=79382,,,포함
금척: 한민족 최고의 비기,김종록,소설,2018,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=78528,,,포함
상상이 현실이 되는 순간,조엘 레비,평론,2020,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=98030,,,포함
이반 오소킨의 인생 여행,,희곡,2014,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=9976,,,포함
연적,김호연,소설,2015,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=37896,,,중복 제외 (앞 순위 출처에 있음)
안녕하세요,신성희,소설,2015,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=42284,,,포함
나를 부르는 숲,빌 브라이슨,수필,2018,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=68784,,,포함
일본인 심리상자,유영수,기타,2016,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=45646,,,포함
입 안에 고인 침묵,최윤정,수필,2015,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=25509,,,포함
역사에 사랑을 묻다,서지영,평론,,발표 시기 미상,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=664,,,포함
나의 세 번째 가족,홀리 골드버그 슬로운,소설,,발표 시기 미상,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=37879,,,포함
물발자국 이야기 : 지구에게 꼭 필요한 물,이수정,동화,2016,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=37880,,,포함
행복만을 보았다,그레구아르 들라쿠르,소설,2015,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=15907,,,포함
통과비자,,평론,2014,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=12269,,,포함
소년이로,편혜영,소설,2019,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=86394,,,중복 제외 (앞 순위 출처에 있음)
디어 에번 핸슨,"밸 에미치, 스티븐 레번슨, 벤지 파섹",소설,2019,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=86409,,,중복 제외 (앞 순위 출처에 있음)
환생 블루스,마이클 푸어,소설,2019,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=88982,,,포함
당신이 남긴 증오,앤지 토머스,소설,2018,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=79383,,,중복 제외 (앞 순위 출처에 있음)
하란사,권비영,소설,2021,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=98715,,,포함
사랑은 그렇게 끝나지 않는다,,소설,2014,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=7502,,,포함
스노볼 드라이브,조예은,소설,2021,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=98336,,,포함
오늘도 이상한 사람 때문에 힘들었습니다,정희정,기타,2020,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=97996,,,포함
당신에게 일시 정지를 권유합니다,김종관,기타,2020,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=98071,,,포함
나는 매일 엄마와 밥을 먹는다,정성기,기타,2016,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=48311,,,포함
그 겨울의 일주일,메이브 빈치,소설,2018,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=63947,,,중복 제외 (앞 순위 출처에 있음)
일곱 가지 이야기,가노 도모코,소설,2016,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=39766,,,포함
추억에 관한 모든 것,다니엘 레티히,평론,2016,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=41053,,,포함
조선 명저 기행,박영규,수필,2018,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=66173,,,포함
모나리자 바이러스,티보어 로데,소설,2016,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=43356,,,포함
"뫼르소, 살인사건",카멜 다우드,소설,2017,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=49634,,,포함
세계문학 브런치,정시몬,평론,2016,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=49635,,,포함
바둑이는 밤중에 무얼할까?,,소설,2014,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=13628,,,포함
보라색 히비스커스,치마만다 응고지 아디치에,소설,2019,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=92790,,,포함
나는 슈뢰딩거의 고양이로소이다,원종우,소설,2019,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=95144,,,포함
도서관을 떠나는 책들을 위하여,오수완,소설,2020,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=96494,,,포함
방관시대의 사람들,류전윈,소설,2019,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=94551,,,포함
러브 인 프렌치,로런 콜린스,기타,2019,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=88194,,,중복 제외 (앞 순위 출처에 있음)
땜장이 의사의 국경 없는 도전,김용진,기타,2019,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=90044,,,포함
아빠는 나무다,,소설,2014,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=7505,,,포함
구스타프 소나타,로즈 트레마인,소설,2017,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=63948,,,포함
그 무렵 누군가,,소설,2014,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=6733,,,포함
말순씨는 나를 남편으로 착각한다,최정원,기타,2015,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=23958,,,포함
"트라우마여, 안녕",로렌스 곤잘레스,동화,2016,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=41054,,,중복 제외 (앞 순위 출처에 있음)
한 스푼의 시간,구병모,소설,2016,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=44614,,,포함
고전의 이유,김한식,평론,2017,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=65128,,,포함
금요일에 읽는 가족의 시,김태훈,시,2016,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=36618,,,포함
간디의 편지,모한다스 K. 간디,기타,2018,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=66194,,,포함
모모요는 아직 아흔 살,무레 요코 | 권남희,기타,2018,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=72196,,,포함
가족 (가장 소중한 이름),최영미 외,기타,,발표 시기 미상,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=34890,,,포함
냉담가계,이상하,기타,2015,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=15914,,,포함
클락댄스,앤 타일러,소설,2019,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=95434,,,포함
거의 떠나온 상태에서 떠나오기,데이비드 포스터 월리스,수필,2020,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=96491,,,포함
물이 깊은 바다,파비오 제노베시,소설,2020,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=95427,,,포함
떨리는 손,"김창규, 이명현, 이은희, 이종필, 정경숙",소설,2020,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=95941,,,포함
우울하면 좀 어때,김승기,기타,2019,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=90049,,,포함
셈을 할 줄 아는 까막눈이 여자,,기타,2014,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=8559,,,포함
라이딩 인생 : 대치동으로 간 클레어할머니,고선미,소설,2018,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=80824,,,중복 제외 (앞 순위 출처에 있음)
불편한 편의점,김호연,소설,2021,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=98480,,,중복 제외 (앞 순위 출처에 있음)
상냥한 폭력의 시대,정이현,소설,2016,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=45633,,,중복 제외 (앞 순위 출처에 있음)
천국보다 낯선,,소설,,발표 시기 미상,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=3724,,,포함
겨울 일기,,기타,,발표 시기 미상,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=3725,,,포함
도시와 나,,기타,,발표 시기 미상,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=4437,,,포함
연인 심청,방민호,소설,2015,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=14625,,,중복 제외 (앞 순위 출처에 있음)
해마를 찾아서,윌바 외스트뷔·힐데 외스트뷔,소설,2019,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=88204,,,포함
느리게 사는 것의 의미,,수필,2014,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=9124,,,포함
진짜 그런 책은 없는데요,젠 캠벨,기타,2019,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=90038,,,포함
산책자의 인문학,문갑식,수필,2019,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=91247,,,중복 제외 (앞 순위 출처에 있음)
나에게 더 잘해주고 싶다,정은길,기타,2019,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=81982,,,포함
기적이 일어나기 2초 전,,소설,2014,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=8557,,,포함
"건축, 근대소설을 거닐다",김소연,소설,2020,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=98101,,,중복 제외 (앞 순위 출처에 있음)
남극에서 대한민국까지,김태훈,기타,2021,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=98835,,,포함
피프티 피플,정세랑,소설,2016,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=48310,,,중복 제외 (앞 순위 출처에 있음)
월요일의 문장들,조안나,기타,2017,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=51498,,,포함
언더그라운드 레일로드,콜슨 화이트헤드,소설,2017,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=59425,,,중복 제외 (앞 순위 출처에 있음)
글쓰는 삶을 위한 일 년,수전 티베르기앵,평론,2016,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=42292,,,중복 제외 (앞 순위 출처에 있음)
책에서 떨어진 고양이,안영은,소설,2016,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=43350,,,포함
세계문학여행 : 소설로 읽는 세계사,김한식,평론,2015,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=20981,,,중복 제외 (앞 순위 출처에 있음)
도공 서란,손정미,소설,2019,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=92778,,,포함
오전을 사는 이에게 오후도 미래다,이국환,기타,2019,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=91248,,,포함
"우리, 이토록 작은 존재들을 위하여",사샤 세이건,소설,2021,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=98837,,,포함
아저씨 진짜 변호사 맞아요?,천효정,소설,2015,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=41046,,,포함
나는 오늘 왕이 되었어요,전재신,소설,2016,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=44606,,,포함
애착 수업,오카다 다카시,수필,2017,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=63950,,,포함
잿빛 음모,존 그리샴,소설,2015,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=31562,,,포함
원스 어폰 어 타임 인 메트로,카렌 메랑,소설,2016,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=36612,,,포함
즐겁지 않으면 인생이 아니다,,기타,2014,발행 연도,http://sejong.nl.go.kr/brd/NttView.do?bbsSe=BBST007&menuId=O230&upperMenuId=O200&selectedIdx=9977,,,포함
