제목,저자,장르,연도,연도 근거,링크,발행처,비고,통합 통계
가시고백,김려령,장편소설,,발표 시기 미상,,,,중복 제외 (앞 순위 출처에 있음)
백설공주는 왜 자꾸 문을 열어줄까,박현희,동화,,발표 시기 미상,,,,포함
데스노트에 이름을 쓰면 살인죄일까?,"김지룡, 정진욱, 갈릴레오 SNC",소설,,발표 시기 미상,,,,포함
꾸뻬씨의 우정여행,프랑수아 클로르,소설,,발표 시기 미상,,,,포함
나목,박완서,장편소설,,발표 시기 미상,,,,중복 제외 (앞 순위 출처에 있음)
나무가 민중이다 : 민초의 삶에 깃든 풀과 나무 이야기,고주환,노래,,발표 시기 미상,,,,포함
이 모든 극적인 순간들 : 윤대녕 산문집,윤대녕,수필,,발표 시기 미상,,,,포함
물이 깊은 바다,파비오 제노베시 ; 옮긴이: 최정윤,소설,,발표 시기 미상,https://nl.go.kr/NL/contents/N20500000000.do?schM=view&recomNo=20200331111454737100,,,포함
검은 해바라기 : 오윤희 장편소설,오윤희,장편소설,,발표 시기 미상,https://nl.go.kr/NL/contents/N20500000000.do?schM=view&recomNo=20260723165159917100,,,포함
믿을 수 있을 만큼의 진실 : 김유나 소설집,김유나,단편소설,,발표 시기 미상,https://nl.go.kr/NL/contents/N20500000000.do?schM=view&recomNo=20260528155035804100,,,포함
노 피플 존 : 정이현 소설,정이현,소설,,발표 시기 미상,https://nl.go.kr/NL/contents/N20500000000.do?schM=view&recomNo=20260331151115431100,,,포함
구멍 난 세계 : 우리 세계에 뚫린 구멍에 관한 이야기,김지웅,소설,,발표 시기 미상,https://nl.go.kr/NL/contents/N20500000000.do?schM=view&recomNo=20260127162353225100,,,포함
젊음의 나라 : 손원평 장편소설,손원평,장편소설,,발표 시기 미상,https://nl.go.kr/NL/contents/N20500000000.do?schM=view&recomNo=20251127102734776100,,,포함
내게 남은 스물다섯 번의 계절 : 슈테판 셰퍼 소설,슈테판 셰퍼 ;옮긴이: 전은경,소설,,발표 시기 미상,https://nl.go.kr/NL/contents/N20500000000.do?schM=view&recomNo=20251201104244857100,,,포함
소풍을 빌려드립니다 : 복합문화공간 : 문하연 장편소설,문하연,장편소설,,발표 시기 미상,https://nl.go.kr/NL/contents/N20500000000.do?schM=view&recomNo=20250929093336976100,,,포함
언젠가 모든 것은 바다로 떨어진다 : 세라 핀스커 소설집,세라 핀스커 ;옮긴이: 정서현,단편소설,,발표 시기 미상,https://nl.go.kr/NL/contents/N20500000000.do?schM=view&recomNo=20250924103753947100,,,포함
빛이 이끄는 곳으로 : 백희성 장편소설,백희성,장편소설,,발표 시기 미상,https://nl.go.kr/NL/contents/N20500000000.do?schM=view&recomNo=20250327154349831100,,,포함
단역배우 김순효 씨 : 이수정 장편소설,이수정,장편소설,,발표 시기 미상,https://nl.go.kr/NL/contents/N20500000000.do?schM=view&recomNo=20250729145320841100,,,포함
노란 잠수함 : 이재량 장편소설,이재량,장편소설,,발표 시기 미상,https://nl.go.kr/NL/contents/N20500000000.do?schM=view&recomNo=1551,,,포함
윈터 씨의 해빙기 : 슈테판 쿨만 장편소설,슈테판 쿨만 ;옮긴이: 양혜영,장편소설,,발표 시기 미상,https://nl.go.kr/NL/contents/N20500000000.do?schM=view&recomNo=20241126143923423100,,,포함
노숙 인생,실뱅 테송 ;옮긴이: 백선희,단편소설,,발표 시기 미상,https://nl.go.kr/NL/contents/N20500000000.do?schM=view&recomNo=20240531094239603100,,,포함
인생 박물관 : 김동식 소설,김동식,소설,,발표 시기 미상,https://nl.go.kr/NL/contents/N20500000000.do?schM=view&recomNo=20231004093807802100,,,포함
아쿠아리움이 문을 닫으면 : 셸비 반 펠트 장편소설,셸비 반 펠트 ;옮긴이: 신솔잎,장편소설,,발표 시기 미상,https://nl.go.kr/NL/contents/N20500000000.do?schM=view&recomNo=20230731095505927100,,,포함
미래과거시제 : 배명훈 소설,배명훈,소설,,발표 시기 미상,https://nl.go.kr/NL/contents/N20500000000.do?schM=view&recomNo=20230731152832612100,,,포함
헤밍웨이와 파리의 아내,"폴라 매클레인, 옮긴이: 이은선",소설,,발표 시기 미상,https://nl.go.kr/NL/contents/N20500000000.do?schM=view&recomNo=949,,,포함
